repo,project,file,kind,name,signature,tags,depends_on,lines,body_hash
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Messages/SurveyCompletedMessage.cs,record,TheWatch.Shared.Domain.Messages.SurveyCompletedMessage,record SurveyCompletedMessage (0 members),#messaging #model,string?,6,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Messages/SurveyDispatchMessage.cs,record,TheWatch.Shared.Domain.Messages.SurveyDispatchMessage,record SurveyDispatchMessage (0 members),#emergency #messaging #model,DateTime?; string?; string[]; SubmissionPhase,7,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/AgentActivity.cs,class,TheWatch.Shared.Domain.Models.AgentActivity,class AgentActivity (6 members),#swarm,,9,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/AuditEntry.cs,class,TheWatch.Shared.Domain.Models.AuditEntry,class AuditEntry (25 members),#audit,,110,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/BranchInfo.cs,class,TheWatch.Shared.Domain.Models.BranchInfo,class BranchInfo (6 members),,,9,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/BuildOutput.cs,class,TheWatch.Shared.Domain.Models.BuildArtifact,class BuildArtifact (5 members),,,12,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/BuildOutput.cs,class,TheWatch.Shared.Domain.Models.BuildDiagnostic,class BuildDiagnostic (8 members),,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/BuildOutput.cs,class,TheWatch.Shared.Domain.Models.BuildOutput,class BuildOutput (24 members),,,64,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/BuildStatus.cs,class,TheWatch.Shared.Domain.Models.BuildStatus,class BuildStatus (8 members),,,11,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ConsentPreferences.cs,class,TheWatch.Shared.Domain.Models.ConsentPreferences,class ConsentPreferences (14 members),#gdpr,,84,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ContextChunk.cs,class,TheWatch.Shared.Domain.Models.ContextChunk,class ContextChunk (7 members),,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/DevWorkLog.cs,class,TheWatch.Shared.Domain.Models.DevWorkLog,class DevWorkLog (15 members),,,45,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.AdversarialAStarParams,class AdversarialAStarParams (4 members),,,25,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.EgressConstants,class EgressConstants (10 members),,,42,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.EgressOpening,class EgressOpening (8 members),,,49,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.EgressPath,class EgressPath (12 members),,,54,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.EvacuationParticipant,class EvacuationParticipant (2 members),,,8,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.FloorPlan,class FloorPlan (3 members),,,13,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.GroupEvacuationPlan,class GroupEvacuationPlan (7 members),,,26,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.HideScoreResult,class HideScoreResult (11 members),,,41,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.Room,class Room (9 members),,,49,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.RunHideFightDecision,class RunHideFightDecision (7 members),,,36,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.Structure,class Structure (8 members),,,38,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EgressModels.cs,class,TheWatch.Shared.Domain.Models.ThreatLocation,class ThreatLocation (3 members),,,14,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EscalationConfiguration.cs,class,TheWatch.Shared.Domain.Models.EscalationConfiguration,class EscalationConfiguration (18 members),#escalation,,122,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EvidenceProcessingResult.cs,class,TheWatch.Shared.Domain.Models.EvidenceProcessingResult,class EvidenceProcessingResult (11 members),#evidence,,32,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EvidenceQuery.cs,class,TheWatch.Shared.Domain.Models.EvidenceQuery,class EvidenceQuery (11 members),#evidence,,14,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/EvidenceSubmission.cs,class,TheWatch.Shared.Domain.Models.EvidenceSubmission,class EvidenceSubmission (25 members),#evidence,,62,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/FeatureImplementation.cs,class,TheWatch.Shared.Domain.Models.FeatureImplementation,class FeatureImplementation (19 members),,,39,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/Milestone.cs,class,TheWatch.Shared.Domain.Models.Milestone,class Milestone (7 members),,,11,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/OfflineQueueEntry.cs,class,TheWatch.Shared.Domain.Models.OfflineQueueEntry,class OfflineQueueEntry (7 members),#messaging #offline,,10,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.AccessibleEgressWeight,class AccessibleEgressWeight (6 members),,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.CMISTProfile,class CMISTProfile (11 members),,,64,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.IBCOccupantLoadFactors,class IBCOccupantLoadFactors (14 members),,,44,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.MedicalNeed,class MedicalNeed (6 members),,,24,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.OccupantLoadCalculation,class OccupantLoadCalculation (7 members),,,37,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/PersonCapabilityModels.cs,class,TheWatch.Shared.Domain.Models.PersonCapabilityProfile,class PersonCapabilityProfile (21 members),,,83,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ResponseDispatchMessage.cs,record,TheWatch.Shared.Domain.Models.ResponderPushNotificationMessage,record ResponderPushNotificationMessage (0 members),#messaging #model #notification #volunteering,NotificationChannel; ResponseScope,28,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ResponseDispatchMessage.cs,record,TheWatch.Shared.Domain.Models.ResponseDispatchMessage,record ResponseDispatchMessage (0 members),#emergency #messaging #model,DispatchStrategy; ResponseScope; string?,34,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.AccelerometerReading,class AccelerometerReading : SensorReading (6 members),,SensorReading,41,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.AcousticReading,class AcousticReading : SensorReading (7 members),,SensorReading,48,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.CompositeSensorEvent,class CompositeSensorEvent (12 members),#sensor,,66,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.SensorReading,class SensorReading (13 members),#sensor,,64,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.SensorThresholds,class SensorThresholds (8 members),#sensor,,57,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.VisualClassification,class VisualClassification : SensorReading (8 members),,SensorReading,36,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SensorModels.cs,class,TheWatch.Shared.Domain.Models.WearableHealthReading,class WearableHealthReading : SensorReading (8 members),,SensorReading,53,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SimulationEvent.cs,class,TheWatch.Shared.Domain.Models.SimulationEvent,class SimulationEvent (7 members),,,10,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SpatialQuery.cs,class,TheWatch.Shared.Domain.Models.SpatialQuery,class SpatialQuery (5 members),#spatial,,8,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SpatialResult.cs,class,TheWatch.Shared.Domain.Models.SpatialResult,class SpatialResult (7 members),#spatial,,10,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StorageResult.cs,class,TheWatch.Shared.Domain.Models.StorageResult,class StorageResult (6 members),,,13,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.BuildingData,class BuildingData (23 members),,,71,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.ERG2024Defaults,class ERG2024Defaults (5 members),,,17,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.FireProtectionSystem,class FireProtectionSystem (13 members),,,41,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.HazardCondition,class HazardCondition (14 members),,,44,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.HazmatInfo,class HazmatInfo (13 members),,,41,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.RoomData,class RoomData (14 members),,,47,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.SeismicAlert,class SeismicAlert (10 members),,,35,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/StructureModels.cs,class,TheWatch.Shared.Domain.Models.WeatherAlert,class WeatherAlert (15 members),,,47,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SurveyAnswer.cs,class,TheWatch.Shared.Domain.Models.SurveyAnswer,class SurveyAnswer (5 members),,,19,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SurveyQuestion.cs,class,TheWatch.Shared.Domain.Models.SurveyQuestion,class SurveyQuestion (9 members),,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SurveyResponse.cs,class,TheWatch.Shared.Domain.Models.SurveyResponse,class SurveyResponse (9 members),,,18,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SurveyTemplate.cs,class,TheWatch.Shared.Domain.Models.SurveyTemplate,class SurveyTemplate (10 members),,,26,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmAgentDefinition.cs,class,TheWatch.Shared.Domain.Models.SwarmAgentDefinition,class SwarmAgentDefinition (13 members),#swarm,,44,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmDefinition.cs,class,TheWatch.Shared.Domain.Models.SwarmDefinition,class SwarmDefinition (18 members),#swarm,,111,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmPresets.cs,class,TheWatch.Shared.Domain.Models.SwarmPresets,class SwarmPresets (6 members),#swarm,,577,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmRunSummary.cs,class,TheWatch.Shared.Domain.Models.SwarmAgentMetrics,class SwarmAgentMetrics (8 members),#swarm,,11,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmRunSummary.cs,class,TheWatch.Shared.Domain.Models.SwarmRunSummary,class SwarmRunSummary (12 members),#swarm,,15,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmTask.cs,class,TheWatch.Shared.Domain.Models.SwarmHandoffRecord,class SwarmHandoffRecord (4 members),#swarm,,7,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmTask.cs,class,TheWatch.Shared.Domain.Models.SwarmMessage,class SwarmMessage (6 members),#messaging #swarm,,20,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmTask.cs,class,TheWatch.Shared.Domain.Models.SwarmTask,class SwarmTask (17 members),#swarm,,53,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmTask.cs,class,TheWatch.Shared.Domain.Models.SwarmToolCall,class SwarmToolCall (3 members),#swarm,,6,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/SwarmToolDefinition.cs,class,TheWatch.Shared.Domain.Models.SwarmToolDefinition,class SwarmToolDefinition (6 members),#swarm,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.AcousticEvent,class AcousticEvent (9 members),,,32,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.BlockedEgressEdge,class BlockedEgressEdge (5 members),,,17,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.DoorSensorReading,class DoorSensorReading (7 members),#sensor,,26,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.GlassBreakReading,class GlassBreakReading (8 members),,,29,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.LAPAnswer,class LAPAnswer (4 members),,,19,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.LAPQuestions,class LAPQuestions (14 members),,,58,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.SafeHarbor,class SafeHarbor (11 members),,,38,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.StealthModeConfig,class StealthModeConfig (9 members),,,40,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.ThreatEvent,class ThreatEvent (5 members),,,21,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.ThreatHistory,class ThreatHistory (8 members),#history,,29,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.ThreatPosition,class ThreatPosition (7 members),,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/ThreatModels.cs,class,TheWatch.Shared.Domain.Models.ThreatSource,class ThreatSource (17 members),,,59,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/VectorDocument.cs,class,TheWatch.Shared.Domain.Models.VectorDocument,class VectorDocument (14 members),,,40,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/VectorSearchQuery.cs,class,TheWatch.Shared.Domain.Models.VectorSearchQuery,class VectorSearchQuery (8 members),,,26,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/VectorSearchResult.cs,class,TheWatch.Shared.Domain.Models.VectorSearchResult,class VectorSearchResult (9 members),,,21,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Models/WorkItem.cs,class,TheWatch.Shared.Domain.Models.WorkItem,class WorkItem (13 members),,,16,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,record,TheWatch.Shared.Domain.Ports.AlarmEvent,record AlarmEvent (0 members),#model,AlarmEventCategory; AlarmPlatform; IDictionary; int?; IoTLocation?; ResponseScope; string?,71,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,class,TheWatch.Shared.Domain.Ports.AlarmEventToScopeMapper,class AlarmEventToScopeMapper (2 members),,,52,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,record,TheWatch.Shared.Domain.Ports.AlarmPanelRegistration,record AlarmPanelRegistration (0 members),#model,AlarmPanelType; AlarmPlatform; int?; IoTLocation?; IReadOnlyDictionary; string?,58,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,record,TheWatch.Shared.Domain.Ports.AlarmPanelStatus,record AlarmPanelStatus (0 members),#model,AlarmArmState; int?,11,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,record,TheWatch.Shared.Domain.Ports.AlarmZoneInfo,record AlarmZoneInfo (0 members),#model,string?,17,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAlarmSystemPort.cs,interface,TheWatch.Shared.Domain.Ports.IAlarmSystemPort,interface IAlarmSystemPort (13 members),#port,,117,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuditTrail.cs,record,TheWatch.Shared.Domain.Ports.AuditStatistics,record AuditStatistics (0 members),#audit #model,Dictionary,13,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuditTrail.cs,interface,TheWatch.Shared.Domain.Ports.IAuditTrail,interface IAuditTrail (13 members),#audit #port,,93,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuthPort.cs,record,TheWatch.Shared.Domain.Ports.AccountStatus,record AccountStatus (7 members),#model,,10,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuthPort.cs,interface,TheWatch.Shared.Domain.Ports.IAuthPort,interface IAuthPort (15 members),#auth #port,,109,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuthPort.cs,record,TheWatch.Shared.Domain.Ports.MfaEnrollmentChallenge,record MfaEnrollmentChallenge (4 members),#mfa #model,,11,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAuthPort.cs,record,TheWatch.Shared.Domain.Ports.WatchUserClaims,record WatchUserClaims (12 members),#model,,15,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAwsPort.cs,interface,TheWatch.Shared.Domain.Ports.IAwsPort,interface IAwsPort (2 members),#port,,5,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IAzurePort.cs,interface,TheWatch.Shared.Domain.Ports.IAzurePort,interface IAzurePort (3 members),#guardreport #port,,6,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IBlobStoragePort.cs,interface,TheWatch.Shared.Domain.Ports.IBlobStoragePort,interface IBlobStoragePort (5 members),#port,,20,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IBuildOutputPort.cs,class,TheWatch.Shared.Domain.Ports.BuildOutputStats,class BuildOutputStats (9 members),,,12,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IBuildOutputPort.cs,interface,TheWatch.Shared.Domain.Ports.IBuildOutputPort,interface IBuildOutputPort (8 members),#port,,26,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.BoundingBox,record BoundingBox (0 members),#model,,6,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.CameraConnectivityResult,record CameraConnectivityResult (0 members),#model #sensor,double?; string?,8,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.CameraDetectionConfig,record CameraDetectionConfig (0 members),#model #sensor,IReadOnlyList,34,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.CameraFeedRegistration,record CameraFeedRegistration (0 members),#model #sensor,CameraDetectionConfig; CameraFeedStatus; CameraProtocol; DateTime?; double?; IReadOnlyList; string?,49,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.DetectionEvent,record DetectionEvent (0 members),#model,BoundingBox?; DetectionType; IDictionary; string?; TimeSpan?,46,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,interface,TheWatch.Shared.Domain.Ports.ICCTVPort,interface ICCTVPort (16 members),#port #sensor,,78,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.PrivacyZone,record PrivacyZone (0 members),#model,,7,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.SuppressWindow,record SuppressWindow (0 members),#model,DayOfWeek[]?; TimeOnly,5,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICCTVPort.cs,record,TheWatch.Shared.Domain.Ports.VideoUpload,record VideoUpload (0 members),#model,DateTime?; string?; TimeSpan?; VideoAnalysisStatus,25,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/ICloudflarePort.cs,interface,TheWatch.Shared.Domain.Ports.ICloudflarePort,interface ICloudflarePort (14 members),#guardreport #port,,30,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IContextRetrievalPort.cs,interface,TheWatch.Shared.Domain.Ports.IContextRetrievalPort,interface IContextRetrievalPort (2 members),#port,,38,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IDataExportPort.cs,record,TheWatch.Shared.Domain.Ports.AccountErasureResult,record AccountErasureResult (7 members),#model,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IDataExportPort.cs,record,TheWatch.Shared.Domain.Ports.DataExportResult,record DataExportResult (7 members),#gdpr #model,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IDataExportPort.cs,interface,TheWatch.Shared.Domain.Ports.IDataExportPort,interface IDataExportPort (5 members),#gdpr #port,,57,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IDataExportPort.cs,record,TheWatch.Shared.Domain.Ports.PrivacyPolicyInfo,record PrivacyPolicyInfo (6 members),#model,,23,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IDevWorkPort.cs,interface,TheWatch.Shared.Domain.Ports.IDevWorkPort,interface IDevWorkPort (6 members),#port,,9,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEgressComputationPort.cs,interface,TheWatch.Shared.Domain.Ports.IEgressComputationPort,interface IEgressComputationPort (9 members),#port,,157,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmbeddingPort.cs,interface,TheWatch.Shared.Domain.Ports.IEmbeddingPort,interface IEmbeddingPort (5 members),#port,,20,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmergencyServicesPort.cs,record,TheWatch.Shared.Domain.Ports.Emergency911Consent,record Emergency911Consent (0 members),#emergency #gdpr #model,DateTime?; int?; string?,53,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmergencyServicesPort.cs,record,TheWatch.Shared.Domain.Ports.Emergency911Request,record Emergency911Request (0 members),#emergency #model,double?; Emergency911TriggerSource; EmergencyServiceType; string?,51,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmergencyServicesPort.cs,record,TheWatch.Shared.Domain.Ports.Emergency911Result,record Emergency911Result (0 members),#emergency #model,bool?; Emergency911CallStatus; string?; TimeSpan?,31,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmergencyServicesPort.cs,interface,TheWatch.Shared.Domain.Ports.IEmergencyServicesPort,interface IEmergencyServicesPort (12 members),#emergency #port,,125,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEmergencyServicesPort.cs,record,TheWatch.Shared.Domain.Ports.RapidSosLocationPush,record RapidSosLocationPush (0 members),#emergency #model #notification,double?; string?,15,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IEvidencePort.cs,interface,TheWatch.Shared.Domain.Ports.IEvidencePort,interface IEvidencePort (8 members),#evidence #port,,29,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IFeatureTrackingPort.cs,interface,TheWatch.Shared.Domain.Ports.IFeatureTrackingPort,interface IFeatureTrackingPort (9 members),#port,,12,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IFirestorePort.cs,interface,TheWatch.Shared.Domain.Ports.IFirestorePort,interface IFirestorePort (3 members),#guardreport #port,,6,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IGitHubPort.cs,interface,TheWatch.Shared.Domain.Ports.IGitHubPort,interface IGitHubPort (6 members),#port #realtime,,9,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IGuardReportPort.cs,record,TheWatch.Shared.Domain.Ports.GuardProfile,record GuardProfile (0 members),#guardreport #model,DateTime?; GuardRole; string?,24,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IGuardReportPort.cs,record,TheWatch.Shared.Domain.Ports.GuardReport,record GuardReport (0 members),#guardreport #model,DateTime?; double?; GuardRole; IReadOnlyList; ReportCategory; ReportSeverity; ReportStatus; ResponseScope?; string?,47,
TheWatch.Shared,TheWatch.Shared,./TheWatch.Shared/Domain/Ports/IGuardReportPort.cs,interface,TheWatch.Shared.Domain.Ports.IGuardReportPort,interface IGuardReportPort (15 members),#guardreport #port,,77,
